provincename,Longitude,Latitude,Region.Name,Date/Time,production_in_division_X22.Utilities,production_in_division_X23.Construction,production_in_division_X31.33.Manufacturing,production_in_division_X48.49.Transportation.and.warehousing,production_in_division_X61.Educational.services,production_in_division_X62.Health.care.and.social.assistance,production_in_division_X72.Accommodation.and.food.services,production_in_division_X81.Other.services..except.public.administration.,production_in_division_X91.Public.administration,production_in_division_X11.Agriculture.forestry.fishing.hunting.21.Mining.quarrying.and.oil.and.gas.extraction,production_in_division_X41.Wholesale.trade.44.45.Retail.trade,production_in_division_X52.Finance.and.insurance.53.Real.estate.and.rental.and.leasing,production_in_division_X54.Professional..scientific.and.technical.services.55.56,production_in_division_X51.Information.culture.and.recreation.71,Population,GeoUID,Station Name,Climate ID,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow Grnd Last Day (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
Ontario,-80.75,43.98,Minto (T),2006-04-01,4.81329956380792,37.22606124977858,155.48407710921924,9.715746688041053,13.472340594937643,20.87210926030144,4.443421630353312,7.995992593745724,14.36629264244356,49.42099957264537,37.66835341485787,29.780402597757806,21.63771414439945,9.43187009450517,8671.0,3523043,MOUNT FOREST (AUT),6145504,12.8,1.3,7.1,22.9,-7.6,0.0,0.0,89.7,0.0,0.0,0.0
Ontario,-80.75,43.98,Minto (T),2006-05-01,5.052613197219349,35.99224250696244,156.67053627241964,10.02336117854616,13.345841984397758,20.77913681068093,4.527447531040887,8.414050826504498,14.385456138289827,47.40140440931182,39.24463903895285,30.56979194950373,22.20113538497504,9.519504149398744,8671.0,3523043,MOUNT FOREST (AUT),6145504,18.2,7.7,13.0,31.9,-2.1,0.0,0.0,93.3,0.0,0.0,0.0
Ontario,-80.75,43.98,Minto (T),2006-06-01,4.93558707749618,35.916260111713896,157.2431027744477,10.491536897858232,13.368377068050256,20.7018234595796,4.478027468458516,8.129912168756109,15.210387381956476,50.17714546867432,38.566614108669526,31.94408566229757,21.86823703830808,9.681814824035904,8671.0,3523043,MOUNT FOREST (AUT),6145504,22.7,11.2,17.0,30.2,4.6,0.0,0.0,66.2,0.0,0.0,0.0
Ontario,-80.75,43.98,Minto (T),2006-07-01,5.260292413506617,33.53044381270647,150.93563823924848,10.336620801759862,13.89874757315584,20.4223513186196,4.468237417872866,7.976503670262613,15.244520860294056,45.41485284249284,39.17835568381663,31.41956855676992,21.846148406714867,9.331451230515144,8671.0,3523043,MOUNT FOREST (AUT),6145504,26.3,15.3,20.8,31.3,8.3,0.0,0.0,139.7,0.0,0.0,0.0
Ontario,-80.75,43.98,Minto (T),2006-08-01,4.920918856716709,34.79960630958036,154.67676592924488,10.72280957321028,13.16675350490844,21.00469510233893,4.298564931314998,7.851449881515494,15.35519561882144,49.716128919947344,39.65818892343777,30.48232302333644,21.534002500190034,9.633751519821107,8671.0,3523043,MOUNT FOREST (AUT),6145504,23.8,11.8,17.9,33.1,5.2,0.0,0.0,59.7,0.0,0.0,0.0
Ontario,-80.75,43.98,Minto (T),2006-09-01,5.181941368242289,35.82642246585272,152.32233304939973,10.771925332002358,13.176598290461486,20.787498796812343,4.225839430361076,8.146466726420476,15.12066534341847,56.246616688247016,38.90748565237706,30.08548814508364,21.65707474225994,9.339467566134912,8671.0,3523043,MOUNT FOREST (AUT),6145504,17.7,8.8,13.3,25.4,1.1,0.0,0.0,101.8,0.0,0.0,0.0
Ontario,-80.75,43.98,Minto (T),2006-10-01,4.943897621430475,35.79405347013081,149.45358689560584,10.63457065464315,13.15587551674433,21.035673560715257,4.309623005092498,8.025765104035193,15.128202526540331,52.2161863822453,38.97673626206608,31.047971639269043,21.97115226271658,9.268433081508658,8671.0,3523043,MOUNT FOREST (AUT),6145504,10.9,2.3,6.7,22.4,-1.4,0.0,0.0,157.7,0.0,0.0,0.0
Ontario,-80.75,43.98,Minto (T),2006-11-01,4.973811771011512,34.46400885446894,145.22106638542152,10.45839375923408,12.669564296090456,20.312292234909933,4.357650793092771,7.935687465144846,15.160972411236587,48.78730194361556,38.33913774785383,29.59625988135497,21.815489991673324,8.961791658508632,8671.0,3523043,MOUNT FOREST (AUT),6145504,7.2,0.7,4.0,15.2,-7.0,0.0,0.0,74.3,0.0,0.0,0.0
Ontario,-80.75,43.98,Minto (T),2006-12-01,5.329748778530888,36.13985669032056,149.96595800182308,10.618177448259551,13.05833253464035,21.25241129576532,4.510603646150343,8.009730862165927,15.256203653359687,49.039366167268085,39.03870720655553,29.52702961629958,22.539060058781235,9.02443606747161,8671.0,3523043,MOUNT FOREST (AUT),6145504,2.6,-3.4,-0.4,8.9,-18.5,0.0,0.0,91.9,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2002-11-01,12.568497084981184,62.79606108051763,153.84018938248505,25.54388312754007,28.09948931760569,40.247943712060525,8.516952090766743,17.349183994251828,26.59559182210607,55.241550553656005,58.49834465193196,95.77406214249564,35.848509211981806,18.597863676069768,13191.0,3539027,LONDON CS,6144478,5.7,-0.1,2.8,15.6,-7.3,71.6,51.8,118.4,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2002-12-01,13.08183417525268,61.3671424826155,148.2802364311357,24.71290161459872,28.43712006955726,39.96178902588967,8.551504394743185,17.272034735119817,27.1218002622272,54.451497935100704,57.550883713824646,95.05583585359057,35.69447694182872,17.957002944285026,13191.0,3539027,LONDON CS,6144478,0.2,-6.9,-3.4,9.0,-21.6,28.2,63.9,92.1,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2003-01-01,12.163390138867609,61.917101388651815,152.68092668597188,24.774244020095164,28.6989363187054,39.45479357773365,7.700534795412804,17.01234208525813,27.912316193144928,59.71488038282886,59.19962245062019,91.31503643229766,35.65799388794609,18.04021246307249,13191.0,3539027,LONDON CS,6144478,-5.0,-12.1,-8.6,5.0,-25.4,0.0,102.7,102.7,15.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2003-02-01,12.951482572693056,61.74439066220062,152.75758941961908,25.65699970918983,27.666861765225807,39.44919572157526,7.899361600346171,16.949088183653654,28.198978361768496,58.48617816800644,61.17171183562898,92.62932376868832,36.08840543015668,18.15737935294909,13191.0,3539027,LONDON CS,6144478,-3.2,-11.7,-7.5,6.7,-24.8,20.6,63.1,83.7,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2003-03-01,12.699011318178322,59.25019952125418,151.92278259360748,23.992256339262607,26.563665939736293,40.38331374934722,7.666689448224306,17.00373487083618,28.661531952252588,57.05375257959723,59.88588815292992,92.68723451835096,35.84047756681904,17.38834159777207,13191.0,3539027,LONDON CS,6144478,4.1,-6.6,-1.2,19.2,-25.6,30.5,25.6,51.9,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2003-04-01,13.542759524752336,60.70036297947407,149.82459931698028,24.601195907051927,28.069209782206325,39.72475417155282,7.035412583615641,16.696009464978133,27.613945291099466,58.048121338451146,58.21860680653143,93.14266756879734,34.83461636612636,17.712881698672536,13191.0,3539027,LONDON CS,6144478,11.4,0.0,5.7,27.2,-12.4,54.8,20.4,80.2,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2003-05-01,12.682880101667696,62.39240931743987,154.35512662836692,23.60754156571284,27.571363919275058,39.81735717319879,7.16484318955022,16.731591212926205,27.61720318902513,55.03649480142942,59.673687663439146,93.23586918428052,35.40699566467115,16.87520362169362,13191.0,3539027,LONDON CS,6144478,17.0,7.0,12.0,23.7,2.2,109.0,0.0,109.0,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2003-06-01,13.651627544620585,62.8245644188607,152.66482199506697,24.170778265152265,28.352354280566985,40.04046955199409,7.205169233297979,16.76231606069963,27.16264792255387,53.0941105718518,59.81190956478923,95.91787591202387,35.33305218170325,16.7469546324995,13191.0,3539027,LONDON CS,6144478,23.2,11.9,17.5,32.3,3.8,64.6,0.0,64.6,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2003-07-01,13.79572338842386,65.31180520989277,160.09362504831142,24.10162015941888,27.439686475579748,41.45170858423207,7.133801885631468,16.529768187241867,27.87125248232896,56.26278360575373,59.50563243147644,96.418045313869,36.70306983560528,17.156336936094775,13191.0,3539027,LONDON CS,6144478,25.9,14.7,20.3,31.2,9.1,67.4,0.0,67.4,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2003-08-01,13.923178695521663,60.2148898937491,146.114765090138,22.368612287053125,26.087419801222875,40.28797999881161,7.0838158450035404,16.634235720919513,26.02002317869397,56.45566897399622,57.05436309012131,92.57842838686828,34.146998811764526,16.657612243905096,13191.0,3539027,LONDON CS,6144478,26.6,14.9,20.8,30.1,7.7,55.0,0.0,55.0,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2003-09-01,13.38874819003895,61.18784197421946,156.9308638175873,24.400638595044565,29.602627136993625,41.043741684291895,7.264732066380039,17.066849757870298,27.401201073537184,58.51198030098173,59.91558525795938,97.03480598475068,35.68247163825276,17.294069026456388,13191.0,3539027,LONDON CS,6144478,21.6,10.3,16.0,28.0,2.6,85.8,0.0,85.8,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2003-10-01,12.92732956337717,62.61622672428662,157.41952185632786,23.973964769891165,29.23483169720744,41.36589091370017,7.56367753303557,16.722228162066287,27.25722621333515,58.73027974530853,60.54221205372803,96.119518574231,36.11321046961197,17.45761545214105,13191.0,3539027,LONDON CS,6144478,13.8,3.3,8.6,25.6,-3.1,69.5,3.0,72.5,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2003-11-01,14.203133717630225,64.50431581117583,157.70739388781325,24.576336321216285,29.11978639814517,41.64481972504167,7.372038547125316,16.640023125603264,27.77210778828042,57.308212032066855,60.08686206244677,97.37995385754948,36.666310531716846,17.738937532797028,13191.0,3539027,LONDON CS,6144478,8.8,1.3,5.1,17.6,-7.0,0.0,0.0,127.6,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2003-12-01,13.914180453531223,62.5314973153246,157.2211877097589,24.41407417053708,28.57536102251141,41.47296065330848,7.720140138937901,16.657744938870394,27.97999868120428,58.357260418263415,60.35141449632416,95.80034272266884,36.38939457772675,17.803908844884845,13191.0,3539027,LONDON CS,6144478,2.1,-3.8,-0.9,8.3,-11.3,0.0,0.0,71.9,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2004-01-01,13.737002906596835,60.29878188405941,151.7752531025503,24.397869187915195,28.50923063591509,41.96307444472384,7.695201709838865,17.17911509160854,28.266270073847814,63.107253502544346,59.31787009993832,98.05820270508931,36.71679144570976,18.84699366714776,13191.0,3539027,LONDON CS,6144478,-5.4,-13.7,-9.5,12.3,-25.4,0.0,0.0,74.3,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2004-02-01,13.2110604821671,63.101431305788886,152.8437200422758,25.58604139151069,28.833093943930628,42.23015411901286,7.655099043512874,16.723167918414056,28.73286796988416,57.343625831330925,61.52411926609626,98.13115424714196,36.73924169164968,18.811048584248898,13191.0,3539027,LONDON CS,6144478,-0.1,-9.2,-4.7,10.6,-19.7,0.0,0.0,76.2,3.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2004-03-01,12.571945687922398,62.41966568773344,155.94808233321984,24.91864010872669,29.90592081052576,41.32902074583676,7.628104781645923,17.120906599071247,28.14444620458525,59.925953977935045,60.24804647919799,98.5982949011017,35.93545911298412,18.815566802796965,13191.0,3539027,LONDON CS,6144478,5.6,-1.7,1.9,18.3,-11.1,0.0,0.0,102.8,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2004-04-01,14.486691786557737,63.320741753541085,156.5683967365796,25.810535267867635,30.63008697331085,41.592401187520416,7.581258256364898,17.346942587540333,28.650265164878643,62.46925480416572,61.625219425748085,100.3375137441362,37.48659176340496,18.81401915039604,13191.0,3539027,LONDON CS,6144478,12.2,2.1,7.1,24.0,-5.3,0.0,0.0,42.0,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2004-05-01,13.250474903055965,63.77877242758583,154.1551121567472,25.79628842843202,29.65083470787595,41.49499307125197,7.557438243784277,17.095430768707065,28.05284575636394,61.18949797737476,60.25452980964074,98.69392681841546,36.630002381816205,19.091743946452286,13191.0,3539027,LONDON CS,6144478,19.0,7.7,13.4,27.6,-2.4,0.0,0.0,188.4,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2004-06-01,13.390978701819192,62.63136472278837,156.2144494898527,25.184942271589858,29.692646759097435,41.31819225356264,7.438661248444879,17.493214720627194,28.69512283059304,60.03264736718687,61.36791281205729,96.5733862495203,37.074391197696535,19.07796683214925,13191.0,3539027,LONDON CS,6144478,22.6,11.5,17.1,30.4,5.0,0.0,0.0,109.6,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2004-07-01,13.300812303294403,59.61931599833419,148.78608015068153,24.049783714709328,29.01881139562174,41.70888140191929,7.460155488201367,16.84049283153985,29.325105845303018,59.74427227743964,59.21418862210555,97.14125112817894,35.814150929327084,19.40012462112224,13191.0,3539027,LONDON CS,6144478,25.0,15.0,20.0,29.7,11.0,0.0,0.0,72.2,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2004-08-01,14.24793233308166,61.83139085699166,156.11541434787804,25.190940540992628,29.22598612272768,41.69745118124146,7.660523507993824,16.325245888955525,27.812832791907624,61.912407700027,61.54302993479836,95.84242556886356,36.75300792051046,19.81234285388218,13191.0,3539027,LONDON CS,6144478,23.3,13.1,18.2,28.5,6.1,0.0,0.0,51.8,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2004-09-01,12.99250291081398,63.548189332112806,156.50750312113837,24.97243182673995,28.871502164071284,41.74366974634876,7.423035360276332,16.882961454750536,28.583163180922263,61.38910352167808,61.82824511530736,97.61727966901904,36.985015460566615,19.504691837310524,13191.0,3539027,LONDON CS,6144478,23.4,10.7,17.1,27.9,4.1,0.0,0.0,18.4,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2004-10-01,13.522160889174277,63.30718662679983,157.16193907149162,24.447445785268943,29.07008318182814,42.52056194476851,7.351071795340065,17.218812046806313,28.62193730398249,57.1593990718091,62.85500313459389,98.62162715360871,36.89471066071667,18.219681754924338,13191.0,3539027,LONDON CS,6144478,15.3,5.6,10.5,24.9,-0.7,0.0,0.0,42.8,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2004-11-01,13.926104618863912,64.51722185141111,156.8070551778853,24.745177253196378,29.24931979567154,41.879720144710944,7.3592514632077775,17.832681198678582,29.357803798776978,57.545902371024,64.32016598855522,97.23499854703364,37.03390715977948,18.457958519329782,13191.0,3539027,LONDON CS,6144478,8.5,0.8,4.7,13.9,-6.8,0.0,0.0,82.3,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2004-12-01,13.327901108971735,64.996555619436,155.8577411930549,25.61761155530253,28.74707792508124,41.337097835319454,7.724232040552724,17.77779878229636,28.83583126171605,55.72803121755772,63.39634658400202,99.77979430653562,36.38294971093019,17.925545057621,13191.0,3539027,LONDON CS,6144478,0.4,-6.7,-3.2,12.0,-22.7,0.0,0.0,97.6,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2005-01-01,15.08746813627435,64.85844323440752,154.88842115263463,26.664040013009704,29.308764078325893,42.06784443040414,7.674143500558899,16.45903981965828,29.554440891349486,51.85945282545569,63.912848333155495,100.68916405206112,38.64669970271766,18.18068132350821,13191.0,3539027,LONDON CS,6144478,-2.7,-11.3,-7.0,14.8,-27.1,0.0,0.0,74.2,17.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2005-02-01,13.074707907655233,64.06869179147023,155.73717132762943,27.12004334412193,30.160066495153888,42.7548958895693,8.02479240318882,16.880135496070388,28.927093845459723,55.0760637726143,64.62292853852959,98.42768671917332,37.70264052180935,19.025019181618465,13191.0,3539027,LONDON CS,6144478,-0.4,-10.1,-5.2,6.4,-21.0,0.0,0.0,96.5,17.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2005-03-01,13.567241019188574,66.6647161001884,153.05041899084148,26.36950135896408,30.23103379146665,43.75980241321726,7.921135651818945,16.558969827857272,28.046461343087014,52.7842835228996,62.56220067980252,98.8749185698654,36.62314600702904,18.83166447598246,13191.0,3539027,LONDON CS,6144478,2.0,-7.6,-2.8,18.5,-18.4,0.0,0.0,24.8,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2005-04-01,13.3528596106915,63.29348671142015,157.6612085670598,26.578013693613567,30.62773436753345,41.85769313845443,7.857033740940654,17.402147006931344,29.192473402193333,62.19620006957334,64.73796876250371,101.270815527524,36.80657815432243,19.1933327220613,13191.0,3539027,LONDON CS,6144478,13.5,1.8,7.7,27.4,-1.2,0.0,0.0,87.5,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2005-05-01,14.127598507951127,68.33974469697661,158.2609840487382,26.540605927171185,31.20217943025749,42.34369057566076,7.787209065701442,17.33020025949335,29.39046971440549,65.50743239669634,64.14366338933063,103.31801268403972,36.395574521205226,19.225807432180893,13191.0,3539027,LONDON CS,6144478,17.3,5.8,11.6,24.9,-0.2,0.0,0.0,49.9,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2005-06-01,15.27396039405037,67.7277453151711,156.5752508587209,24.963168052184106,31.589159262838542,42.66905429232991,7.69388838041894,18.1462421628264,29.49895980472558,61.08309939443697,65.60758075494404,99.88872701928749,37.94764276406311,18.721662545805003,13191.0,3539027,LONDON CS,6144478,27.2,16.1,21.7,33.4,9.3,0.0,0.0,33.0,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2005-07-01,13.734679183933128,62.94228579982806,150.3038702266141,26.064210953411177,30.411391507588657,41.35115055430705,7.16503905156338,17.92112447753368,28.792635817033304,63.32581563242546,64.9668139659808,102.56316689431692,38.04206640938055,19.720857631575143,13191.0,3539027,LONDON CS,6144478,28.6,16.1,22.4,33.1,10.3,0.0,0.0,78.4,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2005-08-01,13.630967750312006,62.67987482806393,159.53832305282506,26.18183278362448,30.47245025807229,41.6080277491216,7.454317230192292,17.496998524745297,30.073011411537884,70.96219617460933,65.77660131510238,104.02888868383124,37.9429460024207,20.46909763782211,13191.0,3539027,LONDON CS,6144478,26.9,15.6,21.3,32.8,10.3,0.0,0.0,71.8,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2005-09-01,13.333966177045212,63.06137163975985,159.03773270398673,26.254926645067417,31.107811987564453,42.77960732825309,7.136359926291831,17.871962410160187,29.376702221885623,75.86970490554225,64.00831202438492,104.05953055383306,38.64152304412441,19.67670996510149,13191.0,3539027,LONDON CS,6144478,24.4,11.8,18.1,31.7,4.0,0.0,0.0,100.8,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2005-10-01,14.380590636994482,65.00435118777897,157.82083385209842,26.90065220693474,32.67263957364979,43.63882110032235,7.239680449918675,17.393354287179424,30.1092349237249,65.57156962817153,64.935926151548,103.75207035255085,39.167356357118,20.05809247056561,13191.0,3539027,LONDON CS,6144478,15.4,6.4,10.9,26.4,-3.2,0.0,0.0,16.4,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2005-11-01,13.709315906223516,64.10790454558654,156.17428259300124,26.77131679150884,31.88690908537492,42.5031284821433,7.456147609156654,17.035283037733237,28.553196786183143,67.86099804344332,65.62549961711659,105.84797531904329,38.94032471916436,19.482305046662425,13191.0,3539027,LONDON CS,6144478,9.3,0.5,4.9,18.6,-11.3,0.0,0.0,120.2,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2005-12-01,14.224023704049058,65.54528919648054,156.55270724004973,27.728867521581936,31.784930891485867,42.46759611028844,7.393276525210593,16.867636676137433,29.82503190239342,68.2714080006336,65.25627007600613,104.34711800181378,39.23990183080259,19.684547184316425,13191.0,3539027,LONDON CS,6144478,-2.0,-7.3,-4.7,4.3,-17.9,0.0,0.0,64.8,1.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2006-01-01,12.729495495061766,66.5740899955403,157.45749199341233,27.50593968274288,32.73641578366418,43.50457845719885,7.519113566026194,17.3563347660381,30.061327789742894,60.5476314766693,65.52737177590514,101.507519354322,39.224014841356805,19.702210785876986,13191.0,3539027,LONDON CS,6144478,3.2,-3.0,0.1,10.3,-11.1,0.0,0.0,85.1,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2006-02-01,14.178137487454782,68.36458217512295,158.4912013083203,25.657794305571176,32.444831396807615,43.967058695944495,7.778656076606468,17.94252994991602,30.20688459887557,57.95668676876456,65.3057289003476,105.44522804025864,38.97187103590429,20.576936416146104,13191.0,3539027,LONDON CS,6144478,-0.2,-7.3,-3.8,10.6,-15.7,0.0,0.0,76.0,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2006-03-01,13.549852440241924,66.33504842396646,155.6263321267423,26.058559483453287,31.82279213768937,44.21535202585099,7.557901682808187,17.9687131498214,30.29176570462065,56.102497442918704,67.06701343503637,105.92168149662297,40.42371559921631,21.070375777027703,13191.0,3539027,LONDON CS,6144478,5.0,-4.2,0.4,18.7,-18.4,0.0,0.0,105.3,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2006-04-01,13.236573800471684,68.32077123488743,152.50830529851615,25.260941388906605,32.39777143068338,43.61735653114263,7.685918495746268,17.427163345343157,29.723364087814268,61.52410150880346,65.91961847600126,104.23140909215232,38.54217831971152,19.762013531344166,13191.0,3539027,LONDON CS,6144478,14.5,2.4,8.5,22.4,-4.4,0.0,0.0,89.9,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2006-05-01,13.89468629235311,66.0563509539543,153.6720571093108,26.06073906421988,32.093572391051744,43.42306795052542,7.831260594232885,18.33831590391997,29.76301269991,59.00991161159231,68.67811831816748,106.99427182326303,39.54577240448678,19.945627741597367,13191.0,3539027,LONDON CS,6144478,19.3,8.3,13.8,33.1,-1.4,0.0,0.0,81.6,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2006-06-01,13.572864463114396,65.9169009109099,154.23366540077376,27.277995934431264,32.1477639017399,43.26150287065981,7.745777242739055,17.719039342160666,31.46976699715133,62.46542599161501,67.49157469017166,111.80429981804151,38.95279722448626,20.28570725036094,13191.0,3539027,LONDON CS,6144478,24.4,12.7,18.6,30.3,5.1,0.0,0.0,45.6,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2006-07-01,14.465804137143092,61.53822629155512,148.04691789017164,26.8752140845755,33.42317868782714,42.67747775557673,7.728843101185498,17.384687486469712,31.54038798681529,56.53685762024623,68.56212244667908,109.96848994869472,38.913451849460856,19.55161210203173,13191.0,3539027,LONDON CS,6144478,27.7,16.7,22.2,33.3,9.4,0.0,0.0,151.4,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2006-08-01,13.53252685597085,63.867512756406015,151.71644505021595,27.879304890346585,31.6629072379941,43.89442694463124,7.435355556869186,17.11213435714907,31.769370245837468,61.891507430954896,69.40183061601608,106.68813058167754,38.3574419534635,20.185003184387085,13191.0,3539027,LONDON CS,6144478,25.5,14.5,20.0,33.7,9.1,0.0,0.0,67.0,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2006-09-01,14.250338762666193,65.75202240791762,149.4070730867315,28.007005863205983,31.686581603252616,43.44054235744106,7.309560095759699,17.755119788352232,31.284135193279592,70.0212983261851,68.08809989165985,105.29920850779274,38.57666438465052,19.56840823380648,13191.0,3539027,LONDON CS,6144478,19.4,10.3,14.9,26.1,3.7,0.0,0.0,175.8,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2006-10-01,13.595718458933709,65.69261578047507,146.59323116554611,27.64988370207205,31.6367482664566,43.9591639794433,7.454483035835673,17.492052149820207,31.299729365255867,65.00382386361153,68.20928845861562,108.66790073744166,39.13611496796391,19.41957407554195,13191.0,3539027,LONDON CS,6144478,12.6,3.6,8.1,22.8,-0.9,0.0,0.0,151.7,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2006-11-01,13.677982370281558,63.25159272114272,142.44171583259018,27.191823774008466,30.467285569169903,42.447482490901415,7.5375581285929,17.29572909070022,31.3675291266964,60.73521262368472,67.09349105874419,103.5869095847424,38.858841547668106,18.77708728449428,13191.0,3539027,LONDON CS,6144478,8.9,1.5,5.2,16.0,-4.1,0.0,0.0,77.5,0.0,0.0,0.0
Ontario,-81.15,43.03,Thames Centre (MU),2006-12-01,14.656809140959837,66.32726639635273,147.0957961261898,27.60726136547469,31.402180619016075,44.41209027191971,7.802125225773565,17.457105725233347,31.56455928281315,61.04900686129296,68.31773761147217,103.34460365704852,40.14770072970408,18.908342236607183,13191.0,3539027,LONDON CS,6144478,4.4,-1.4,1.5,11.1,-9.7,0.0,0.0,113.6,0.0,0.0,0.0
Ontario,-80.71,43.68,Mapleton (TP),1998-01-01,3.23601624995256,35.09280015287796,115.94904629838776,11.884912089476424,15.1445655059112,15.60378830430432,5.538754441605072,6.343503091082612,11.12603931768538,102.74553605589612,30.12117697944683,44.34901212733707,18.10359135766849,4.059801748397804,10527.0,3523033,GLEN ALLAN,6142803,-0.7,-6.3,-3.5,10.0,-17.0,73.8,39.6,113.4,0.0,0.0,0.0
Ontario,-80.71,43.68,Mapleton (TP),1998-02-01,3.504642861277653,35.236669267960785,115.58499424673847,11.799481777317045,15.00209439977056,15.646767041452486,5.594059266061,6.414289068163815,11.753939425852648,105.44281013382276,30.12250678783546,43.27040696693032,18.23009591549165,3.925018850567548,10527.0,3523033,GLEN ALLAN,6142803,1.2,-6.2,-2.5,8.0,-16.5,19.4,1.4,20.8,0.0,0.0,0.0
Ontario,-80.71,43.68,Mapleton (TP),1998-03-01,3.46236256706557,33.756595926709586,117.1783159881932,12.265905095340138,14.902374311984255,15.664298718775653,5.626512491958238,6.47871691273909,11.667053986049302,105.93183517241724,30.336032310368537,43.75980319352331,17.940638833208244,4.000549627919767,10527.0,3523033,GLEN ALLAN,6142803,4.1,-3.4,0.3,23.0,-21.0,50.6,48.4,99.0,0.0,0.0,0.0
Ontario,-80.71,43.68,Mapleton (TP),1998-04-01,3.75454358220716,34.890843529483824,118.56089085612138,12.286748610837147,15.826772097166597,15.667460699851627,5.673315543158603,6.548780498726048,11.900893971372309,103.28548125933642,31.325825549946533,44.42135212066407,18.110928115895923,3.90727559438148,10527.0,3523033,GLEN ALLAN,6142803,13.0,1.2,7.1,22.0,-4.0,42.8,0.0,42.8,0.0,0.0,0.0
Ontario,-80.71,43.68,Mapleton (TP),1998-05-01,3.5906214022924106,32.380878790437215,115.16690594678116,12.16084887204047,14.637234155769994,15.71933600247674,5.690617966598355,6.581490717584169,11.66203497841325,98.681204135389,31.03513633319653,42.612735392974905,18.19113169586001,3.881203289278384,10527.0,3523033,GLEN ALLAN,6142803,22.2,10.2,16.2,30.0,2.0,50.0,0.0,50.0,0.0,0.0,0.0
